id,movie,author,metascore,review
182,borstal-boy-movie,Michael Atkinson,10,"Sheridan seems terrified of the book's irreverent energy, and scotches most of its élan, humor, bile, and irony. What's left wouldn't have substantiated a memoir of any reputation, much less a movie."
183,casino-royale-1967-movie,Staff (Not Credited),30,"A film of astounding sloppiness, an insult to the Bond name (most likely deliberate) and a dark spot on the resumes of all involved (surely unintentional)."
184,best-worst-thing-that-ever-could-have-happened-movie,Jude Dry,100,"“Best Worst Thing” is more than a story about a Broadway show; its most poignant moments examine the thrill of dreams coming true, and the inevitable come down afterwards."
185,enron-the-smartest-guys-in-the-room-movie,Joe Leydon,80,"By turns amazing, amusing and appalling."
186,the-battle-of-shaker-heights-movie,Stephen Hunter,10,An insufferable piffle.
187,just-looking-movie,Chuck Wilson,10,"This sort of nostalgia-drenched, sexual-coming-of-age saga has been done to death."
188,the-bad-lieutenant-port-of-call---new-orleans-movie,A.O. Scott,90,"Mr. Herzog’s film is a pulpy, glorious mess. Its maniacal unpredictability is such a blast that it reminds you just how tidy and dull most crime thrillers are these days."
189,arbitrage-movie,Marjorie Baumgarten,67,"There's a touch of Hitchcockian flavor to the Arbitrage's cat-and-mouse thrills, yet the film clearly announces that there's now a third gifted Jarecki brother (in addition to Eugene and Andrew) to contend with in the moviemaking business."
190,skyscraper-movie,Sara Stewart,25,"There’s no better time than summer for a fun, brainless thriller. All you need is three key ingredients: a charismatic hero, a hateable villain and a snappy screenplay...Skyscraper, regrettably, cuts likable star Dwayne “The Rock” Johnson off at the knees by failing to deliver on the other two. "
191,the-skeleton-twins-movie,Richard Roeper,88,This is a smart movie about complicated people in search of something approaching inner peace.
192,lost-found-movie,Dave Shulman,0,"Cloying, obnoxious, unfunny, evil, shallow, schadenfreude-wielding, dumb-fuck-fratboy-wants-a-blowjob, sitcom-directed piece of elbow-in-the-rib-till-you-puke-blood, just-connect-the-dots-and-we’ll-all-make-a-lot-of-money-and-nobody-gets-hurt..."
193,genius-movie,Lou Lumenick,0,"Jude Law gives arguably the worst performance of his career as Wolfe in Genius, the ham-fisted directing debut of noted British theater figure Michael Grandage, bombastically adapted by John Logan (“Gladiator’’) from a biography by A. Scott Berg."
194,rocky-balboa-movie,Stephen Holden,70,"Surprisingly Rocky Balboa, is no embarrassment. Like its forerunners it goes the distance almost in spite of itself. It's all heart and no credibility except as a raw-boned fable."
195,honey-movie,Ernest Hardy,30,"Hinges almost completely on the taut body and delectable beauty of Jessica Alba, but is otherwise so riddled with limp clichés that it doesn't even qualify as a guilty pleasure."
196,wanderlust-movie,Joe Morgenstern,0,"So you think you've seen silly? And smarmy? And inept? Wait till you see Wanderlust, though that's just a figure of speech; I'm not suggesting that you actually lay eyes on this naked grab for box office bucks."
197,we-are-marshall-movie,Claudia Puig,38,"Its use of trite ""Win one for the Gipper"" dialogue, overbearing soaring music and conventional plot devices makes it far too formulaic to truly move us."
198,adore-movie,Peter Travers,38,"Working from a script by the gifted Christopher Hampton (Dangerous Liaisons, Atonement), who seems to have traded his wit for a paycheck, Fontaine manages the trick of making sex joyless. Like porn. Then she tops that by draining her film of variety, longing and feminist insight. Like farce. Ouch."
199,pollock-movie,Peter Travers,80,"Ed Harris, who plays Pollock and makes his debut as a director - doing both jobs superbly, by the way - is angst incarnate."
200,new-best-friend-movie,Marc Savlov,0,"90 minutes of ridiculous, silly fun. Of course, it's still a very bad movie."
201,wrath-of-the-titans-movie,Jaime N. Christley,0,"Made possible by the half a billion dollars Clash of the Titans garnered worldwide, Wrath of the Titans sputters and coughs on the fumes of its own inevitability."
202,slender-man-movie,Roger Moore,38,"Give White credit for the picture’s fairly eerie tone and look — darkened streets, foggy forests of spindly pines, shadows and more shadows. It’s just not worth more than the occasional hair-raising instant."
203,criminal-activities-movie,Simon Abrams,38,"Director Jackie Earle Haley's Criminal Activities is the worst kind of Tarantino clone, one with no gas in the tank, and no clue about how to pull off Tarantino's swagger."
204,quest-2017-movie,Barry Hertz,88,"There is no grand narrative or point to be hammered home; instead, Olshefski delivers a subtle, sincere and honest portrait of barely making ends meet in modern America."
205,detective-dee-and-the-mystery-of-the-phantom-flame-movie,Roger Ebert,88,"On the basis of its scale, energy and magical events, this is the Hong Kong equivalent of a big-budget Hollywood blockbuster. But it transcends them with the stylization of the costumes, the panoply of the folklore, the richness of the setting, and the fact that none of the characters (allegedly) have superpowers."
206,osmosis-jones-movie,Sean Axmaker,83,"Surprise of surprises, it's a blast."
207,scrooged-movie,Donna Britt,25,"Scrooged is so monumental a mess that even rabid Bill Murray fans - the ones who'll stand in line to see it despite critics' inevitable bashings - will wonder how it went so wrong. [23 Nov 1988, p. 9D]"
208,the-mountain-between-us-movie,Alan Scherstuhl,70,"Despite some frightening (and effective) scenes of slippery slopes and aggravated wildlife, the film’s heart lies in watching these characters discover in themselves and each other the will to press on."
209,notfilm-movie,Alan Scherstuhl,90,"[A] studious, rigorous, and surprisingly tender documentary."
210,fleeing-by-night-movie,Derek Elley,10,An embarrassing failure at almost every level.
211,closed-curtain-movie,Peter Keough,88,"The opening and closing scenes of this film evoke those in “Crimson Gold.” They are long shots of the outside as seen through a security gate. In “Crimson Gold,” the view is of a chaotic street in Tehran. Here, it is the empty sea. This difference demonstrates what Panahi has been deprived of, and what the world has lost because of it."
212,ghost-world-movie,Andrew O'Hehir,90,"Offers an exquisite tour of the twilight zone between high school and the so-called real world, as well as between bohemian subculture and the even stranger culture of America at large."
213,the-perfect-holiday-movie,J.R. Jones,10,Wretched yuletide comedy.
214,a-guy-thing-movie,Kim Morgan,16,"Chris Koch exhibits little flair for comedic direction and, though this isn't saying much, you'd be better served watching his previous film, ""Snow Day."" Ouch."
215,november-movie,Michael Sragow,12,"Brand's script is a puzzle without a satisfying solution. Even at its supposedly heartfelt conclusion, it's more ironic than emotional, more of an art thing than a suspense movie."
216,magic-mike-movie,Barbara VanDenburgh,70,"Skeptical at first, perhaps a little embarrassed, but before you know it, you're having a blast."
217,the-little-vampire-movie,Sara Wildberger,63,The movie is a little long for kids.
218,the-family-stone-movie,Robert Wilonsky,70,"As ridiculous, as mawkish and schizophrenic as The Family Stone is, it's also surprisingly endearing."
219,the-house-of-mirth-movie,Wesley Morris,100,"Her (Anderson) performance is a study in the difference between hubris and pride, remarkable for how unshowy but profoundly devastating it is."
220,chiraq-movie, Aisha Harris,80,"Lee has managed to again make a movie worth debating, wrestling with, and maybe even hating, depending upon how you feel about him as a director. "
221,hairbrained-movie,Chris Klimek,70,"Kent’s photography is so energetic, and the soundtrack is so sprightly—it features jagged tunes from beloved cult act The Feelies, as well as other, less familiar indie bands—that the thinness of the characterization slips by almost unnoticed."
222,quiz-show-movie,James Berardinelli,88,One of the reasons that Quiz Show is so extraordinary is because it spins a story as compelling on the personal level as on the national one.
223,awake-movie,Marc Savlov,30,"With a running time of 78 minutes, Awake is relatively painless, playing a little like a lesser story from one of EC Comics Shock SuspenStories – or a lot like Joseph Cotten's ""Breakdown"" episode of Alfred Hitchock Presents – updated for the Fangoria generation."
224,star-wars-episode-ii---attack-of-the-clones-movie,Todd McCarthy,90,"George Lucas has reached deep into the trove of his self-generated mythological world to produce a grand entertainment that offers a satisfying balance among the series' epic, narrative, technological and emotional qualities."
225,the-secret-of-kells-movie,Kenneth Turan,90,"Teaches important lessons in the most casual, joyful way. How it manages to do that is probably the biggest secret of all."
226,the-cabin-in-the-woods-movie,Steve Persall,100,"The Cabin in the Woods isn't merely another ""Scream"" exercise in self-awareness, or a ""Scary Movie"" spoof of the same. It's a wickedly smart hybrid mutation, biting the severed hand feeding the genre."
227,at-any-price-movie,Roger Ebert,100,"This is a brave, layered film that challenges the wisdom of victory at any price. Both of its central characters would slip easily into conventional plot formulas, but Bahrani looks deeply into their souls and finds so much more. "
228,winnie-the-pooh-movie,A.O. Scott,80,It is comfortable with itself and confident in its ability to amuse and beguile young viewers. 
229,now-movie,Steve Persall,16,Niccol fashioned an uninspired and downright dull sci-fi gimmick and doesn't even explain how it happened.
